[Vertex (0,0) ]
-3.14159265 -3.14159265
-2.98451302 -3.14159265
-2.98451302 -2.98451302
-3.14159265 -2.98451302
[Vertex (0,1) ]
-3.14159265 -2.98451302
-2.98451302 -2.98451302
-2.98451302 -2.82743339
-3.14159265 -2.82743339
[Vertex (0,2) ]
-3.14159265 -2.82743339
-2.98451302 -2.82743339
-2.98451302 -2.67035376
-3.14159265 -2.67035376
[Vertex (0,3) ]
-3.14159265 -2.67035376
-2.98451302 -2.67035376
-2.98451302 -2.51327412
-3.14159265 -2.51327412
[Vertex (0,4) ]
-3.14159265 -2.51327412
-2.98451302 -2.51327412
-2.98451302 -2.35619449
-3.14159265 -2.35619449
[Vertex (0,5) ]
-3.14159265 -2.35619449
-2.98451302 -2.35619449
-2.98451302 -2.19911486
-3.14159265 -2.19911486
[Vertex (0,6) ]
-3.14159265 -2.19911486
-2.98451302 -2.19911486
-2.98451302 -2.04203522
-3.14159265 -2.04203522
[Vertex (0,7) ]
-3.14159265 -2.04203522
-2.98451302 -2.04203522
-2.98451302 -1.88495559
-3.14159265 -1.88495559
[Vertex (0,8) ]
-3.14159265 -1.88495559
-2.98451302 -1.88495559
-2.98451302 -1.72787596
-3.14159265 -1.72787596
[Vertex (0,9) ]
-3.14159265 -1.72787596
-2.98451302 -1.72787596
-2.98451302 -1.57079633
-3.14159265 -1.57079633
[Vertex (0,10) ]
-3.14159265 -1.57079633
-2.98451302 -1.57079633
-2.98451302 -1.41371669
-3.14159265 -1.41371669
[Vertex (0,11) ]
-3.14159265 -1.41371669
-2.98451302 -1.41371669
-2.98451302 -1.25663706
-3.14159265 -1.25663706
[Vertex (0,12) ]
-3.14159265 -1.25663706
-2.98451302 -1.25663706
-2.98451302 -1.09955743
-3.14159265 -1.09955743
[Vertex (0,13) ]
-3.14159265 -1.09955743
-2.98451302 -1.09955743
-2.98451302 -0.94247780
-3.14159265 -0.94247780
[Vertex (0,14) ]
-3.14159265 -0.94247780
-2.98451302 -0.94247780
-2.98451302 -0.78539816
-3.14159265 -0.78539816
[Vertex (0,15) ]
-3.14159265 -0.78539816
-2.98451302 -0.78539816
-2.98451302 -0.62831853
-3.14159265 -0.62831853
[Vertex (0,16) ]
-3.14159265 -0.62831853
-2.98451302 -0.62831853
-2.98451302 -0.47123890
-3.14159265 -0.47123890
[Vertex (0,17) ]
-3.14159265 -0.47123890
-2.98451302 -0.47123890
-2.98451302 -0.31415927
-3.14159265 -0.31415927
[Vertex (0,18) ]
-3.14159265 -0.31415927
-2.98451302 -0.31415927
-2.98451302 -0.15707963
-3.14159265 -0.15707963
[Vertex (0,19) ]
-3.14159265 -0.15707963
-2.98451302 -0.15707963
-2.98451302 0.00000000
-3.14159265 0.00000000
[Vertex (0,20) ]
-3.14159265 0.00000000
-2.98451302 0.00000000
-2.98451302 0.15707963
-3.14159265 0.15707963
[Vertex (0,21) ]
-3.14159265 0.15707963
-2.98451302 0.15707963
-2.98451302 0.31415927
-3.14159265 0.31415927
[Vertex (0,22) ]
-3.14159265 0.31415927
-2.98451302 0.31415927
-2.98451302 0.47123890
-3.14159265 0.47123890
[Vertex (0,23) ]
-3.14159265 0.47123890
-2.98451302 0.47123890
-2.98451302 0.62831853
-3.14159265 0.62831853
[Vertex (0,24) ]
-3.14159265 0.62831853
-2.98451302 0.62831853
-2.98451302 0.78539816
-3.14159265 0.78539816
[Vertex (0,25) ]
-3.14159265 0.78539816
-2.98451302 0.78539816
-2.98451302 0.94247780
-3.14159265 0.94247780
[Vertex (0,26) ]
-3.14159265 0.94247780
-2.98451302 0.94247780
-2.98451302 1.09955743
-3.14159265 1.09955743
[Vertex (0,27) ]
-3.14159265 1.09955743
-2.98451302 1.09955743
-2.98451302 1.25663706
-3.14159265 1.25663706
[Vertex (0,28) ]
-3.14159265 1.25663706
-2.98451302 1.25663706
-2.98451302 1.41371669
-3.14159265 1.41371669
[Vertex (0,29) ]
-3.14159265 1.41371669
-2.98451302 1.41371669
-2.98451302 1.57079633
-3.14159265 1.57079633
[Vertex (0,30) ]
-3.14159265 1.57079633
-2.98451302 1.57079633
-2.98451302 1.72787596
-3.14159265 1.72787596
[Vertex (0,31) ]
-3.14159265 1.72787596
-2.98451302 1.72787596
-2.98451302 1.88495559
-3.14159265 1.88495559
[Vertex (0,32) ]
-3.14159265 1.88495559
-2.98451302 1.88495559
-2.98451302 2.04203522
-3.14159265 2.04203522
[Vertex (0,33) ]
-3.14159265 2.04203522
-2.98451302 2.04203522
-2.98451302 2.19911486
-3.14159265 2.19911486
[Vertex (0,34) ]
-3.14159265 2.19911486
-2.98451302 2.19911486
-2.98451302 2.35619449
-3.14159265 2.35619449
[Vertex (0,35) ]
-3.14159265 2.35619449
-2.98451302 2.35619449
-2.98451302 2.51327412
-3.14159265 2.51327412
[Vertex (0,36) ]
-3.14159265 2.51327412
-2.98451302 2.51327412
-2.98451302 2.67035376
-3.14159265 2.67035376
[Vertex (0,37) ]
-3.14159265 2.67035376
-2.98451302 2.67035376
-2.98451302 2.82743339
-3.14159265 2.82743339
[Vertex (0,38) ]
-3.14159265 2.82743339
-2.98451302 2.82743339
-2.98451302 2.98451302
-3.14159265 2.98451302
[Vertex (0,39) ]
-3.14159265 2.98451302
-2.98451302 2.98451302
-2.98451302 3.14159265
-3.14159265 3.14159265
[Vertex (1,0) ]
-2.98451302 -3.14159265
-2.82743339 -3.14159265
-2.82743339 -2.98451302
-2.98451302 -2.98451302
[Vertex (1,1) ]
-2.98451302 -2.98451302
-2.82743339 -2.98451302
-2.82743339 -2.82743339
-2.98451302 -2.82743339
[Vertex (1,2) ]
-2.98451302 -2.82743339
-2.82743339 -2.82743339
-2.82743339 -2.67035376
-2.98451302 -2.67035376
[Vertex (1,3) ]
-2.98451302 -2.67035376
-2.82743339 -2.67035376
-2.82743339 -2.51327412
-2.98451302 -2.51327412
[Vertex (1,4) ]
-2.98451302 -2.51327412
-2.82743339 -2.51327412
-2.82743339 -2.35619449
-2.98451302 -2.35619449
[Vertex (1,5) ]
-2.98451302 -2.35619449
-2.82743339 -2.35619449
-2.82743339 -2.19911486
-2.98451302 -2.19911486
[Vertex (1,6) ]
-2.98451302 -2.19911486
-2.82743339 -2.19911486
-2.82743339 -2.04203522
-2.98451302 -2.04203522
[Vertex (1,7) ]
-2.98451302 -2.04203522
-2.82743339 -2.04203522
-2.82743339 -1.88495559
-2.98451302 -1.88495559
[Vertex (1,8) ]
-2.98451302 -1.88495559
-2.82743339 -1.88495559
-2.82743339 -1.72787596
-2.98451302 -1.72787596
[Vertex (1,9) ]
-2.98451302 -1.72787596
-2.82743339 -1.72787596
-2.82743339 -1.57079633
-2.98451302 -1.57079633
[Vertex (1,10) ]
-2.98451302 -1.57079633
-2.82743339 -1.57079633
-2.82743339 -1.41371669
-2.98451302 -1.41371669
[Vertex (1,11) ]
-2.98451302 -1.41371669
-2.82743339 -1.41371669
-2.82743339 -1.25663706
-2.98451302 -1.25663706
[Vertex (1,12) ]
-2.98451302 -1.25663706
-2.82743339 -1.25663706
-2.82743339 -1.09955743
-2.98451302 -1.09955743
[Vertex (1,13) ]
-2.98451302 -1.09955743
-2.82743339 -1.09955743
-2.82743339 -0.94247780
-2.98451302 -0.94247780
[Vertex (1,14) ]
-2.98451302 -0.94247780
-2.82743339 -0.94247780
-2.82743339 -0.78539816
-2.98451302 -0.78539816
[Vertex (1,15) ]
-2.98451302 -0.78539816
-2.82743339 -0.78539816
-2.82743339 -0.62831853
-2.98451302 -0.62831853
[Vertex (1,16) ]
-2.98451302 -0.62831853
-2.82743339 -0.62831853
-2.82743339 -0.47123890
-2.98451302 -0.47123890
[Vertex (1,17) ]
-2.98451302 -0.47123890
-2.82743339 -0.47123890
-2.82743339 -0.31415927
-2.98451302 -0.31415927
[Vertex (1,18) ]
-2.98451302 -0.31415927
-2.82743339 -0.31415927
-2.82743339 -0.15707963
-2.98451302 -0.15707963
