[ElemU 0]
POI_BUF: 
[ElemU 6]
POI_BUF: 
      0      1      0    0.499    0.249
      1      1      1      0.5    0.249
      2      2      1      0.5    0.249
      3      2      0    0.749    0.249
      4      2      0    0.749    0.249
      5      2      1    0.749     0.25
      6      6      1    0.749     0.25
      7      6      0    0.749    0.499
      8      5      0    0.499    0.499
      9      5      1      0.5    0.499
     10      6      1      0.5    0.499
     11      6      0    0.749    0.499
     12      1      0    0.499    0.249
     13      1      1    0.499     0.25
     14      5      1    0.499     0.25
     15      5      0    0.499    0.499
     16      1      1    0.499     0.25
     17      1      2      0.5     0.25
     18      1      2      0.5     0.25
     19      1      1      0.5    0.249
     20      2      1    0.749     0.25
     21      2      2      0.5     0.25
     22      2      2      0.5     0.25
     23      2      1      0.5    0.249
     24      6      1    0.749     0.25
     25      6      2      0.5     0.25
     26      6      2      0.5     0.25
     27      6      1      0.5    0.499
     28      5      1    0.499     0.25
     29      5      2      0.5     0.25
     30      5      2      0.5     0.25
     31      5      1      0.5    0.499
[ElemU 7]
POI_BUF: 
      0      2      0    0.749    0.249
      1      2      1     0.75    0.249
      2      3      1     0.75    0.249
      3      3      0    0.999    0.249
      4      3      0    0.999    0.249
      5      3      1    0.999     0.25
      6      7      1    0.999     0.25
      7      7      0    0.999    0.499
      8      6      0    0.749    0.499
      9      6      1     0.75    0.499
     10      7      1     0.75    0.499
     11      7      0    0.999    0.499
     12      2      0    0.749    0.249
     13      2      1    0.749     0.25
     14      6      1    0.749     0.25
     15      6      0    0.749    0.499
     16      2      1    0.749     0.25
     17      2      2     0.75     0.25
     18      2      2     0.75     0.25
     19      2      1     0.75    0.249
     20      3      1    0.999     0.25
     21      3      2     0.75     0.25
     22      3      2     0.75     0.25
     23      3      1     0.75    0.249
     24      7      1    0.999     0.25
     25      7      2     0.75     0.25
     26      7      2     0.75     0.25
     27      7      1     0.75    0.499
     28      6      1    0.749     0.25
     29      6      2     0.75     0.25
     30      6      2     0.75     0.25
     31      6      1     0.75    0.499
[ElemU 8]
POI_BUF: 
      0      7      0    0.999    0.499
      1      7      1        1    0.499
      2      4      1        0    0.499
      3      4      0    0.249    0.499
      4      4      0    0.249    0.499
      5      4      1    0.249      0.5
      6      8      1    0.249      0.5
      7      8      0    0.249    0.749
      8     11      0    0.999    0.749
      9     11      1        1    0.749
     10      8      1        0    0.749
     11      8      0    0.249    0.749
     12      7      0    0.999    0.499
     13      7      1    0.999      0.5
     14     11      1    0.999      0.5
     15     11      0    0.999    0.749
     16      7      1    0.999      0.5
     17      7      2        1      0.5
     18      7      2        1      0.5
     19      7      1        1    0.499
     20      4      1    0.249      0.5
     21      4      2        0      0.5
     22      4      2        0      0.5
     23      4      1        0    0.499
     24      8      1    0.249      0.5
     25      8      2        0      0.5
     26      8      2        0      0.5
     27      8      1        0    0.749
     28     11      1    0.999      0.5
