[ElemE 0]
BBOX: 
   0.00000000   0.25000000   0.00000000   0.25000000
QUAD_E: 
      0   0.00004691   0.00004691   0.00000001
      0   0.00023077   0.00004691   0.00000003
      0   0.00050000   0.00004691   0.00000003
      0   0.00076923   0.00004691   0.00000003
      0   0.00095309   0.00004691   0.00000001
      0   0.00004691   0.00023077   0.00000003
      0   0.00023077   0.00023077   0.00000006
      0   0.00050000   0.00023077   0.00000007
      0   0.00076923   0.00023077   0.00000006
      0   0.00095309   0.00023077   0.00000003
      0   0.00004691   0.00050000   0.00000003
      0   0.00023077   0.00050000   0.00000007
      0   0.00050000   0.00050000   0.00000008
      0   0.00076923   0.00050000   0.00000007
      0   0.00095309   0.00050000   0.00000003
      0   0.00004691   0.00076923   0.00000003
      0   0.00023077   0.00076923   0.00000006
      0   0.00050000   0.00076923   0.00000007
      0   0.00076923   0.00076923   0.00000006
      0   0.00095309   0.00076923   0.00000003
      0   0.00004691   0.00095309   0.00000001
      0   0.00023077   0.00095309   0.00000003
      0   0.00050000   0.00095309   0.00000003
      0   0.00076923   0.00095309   0.00000003
      0   0.00095309   0.00095309   0.00000001
      0   0.01268061   0.00004691   0.00000349
      0   0.05846057   0.00004691   0.00000706
      0   0.12550000   0.00004691   0.00000839
      0   0.19253943   0.00004691   0.00000706
      0   0.23831939   0.00004691   0.00000349
      0   0.01268061   0.00023077   0.00000706
      0   0.05846057   0.00023077   0.00001426
      0   0.12550000   0.00023077   0.00001695
      0   0.19253943   0.00023077   0.00001426
      0   0.23831939   0.00023077   0.00000706
      0   0.01268061   0.00050000   0.00000839
      0   0.05846057   0.00050000   0.00001695
      0   0.12550000   0.00050000   0.00002015
      0   0.19253943   0.00050000   0.00001695
      0   0.23831939   0.00050000   0.00000839
      0   0.01268061   0.00076923   0.00000706
      0   0.05846057   0.00076923   0.00001426
      0   0.12550000   0.00076923   0.00001695
      0   0.19253943   0.00076923   0.00001426
      0   0.23831939   0.00076923   0.00000706
      0   0.01268061   0.00095309   0.00000349
      0   0.05846057   0.00095309   0.00000706
      0   0.12550000   0.00095309   0.00000839
      0   0.19253943   0.00095309   0.00000706
      0   0.23831939   0.00095309   0.00000349
      0   0.01268061   0.01268061   0.00087010
      0   0.05846057   0.01268061   0.00175773
      0   0.12550000   0.01268061   0.00208920
      0   0.19253943   0.01268061   0.00175773
      0   0.23831939   0.01268061   0.00087010
      0   0.01268061   0.05846057   0.00175773
      0   0.05846057   0.05846057   0.00355088
      0   0.12550000   0.05846057   0.00422051
      0   0.19253943   0.05846057   0.00355088
      0   0.23831939   0.05846057   0.00175773
      0   0.01268061   0.12550000   0.00208920
      0   0.05846057   0.12550000   0.00422051
      0   0.12550000   0.12550000   0.00501642
      0   0.19253943   0.12550000   0.00422051
      0   0.23831939   0.12550000   0.00208920
      0   0.01268061   0.19253943   0.00175773
