      0      0      1
      1      1      2
      2      2      3
      3      3      4
      4      4      5
      5      5      6
      6      6      7
      7      7      8
      8     10      9
      9     11     10
     10     12     11
     11     13     12
     12     14     13
     13     15     14
     14     16     15
     15     17     16
     16     18     19
     17     19     20
     18     20     21
     19     21     22
     20     22     23
     21     23     24
     22     24     25
     23     25     26
     24     28     27
     25     29     28
     26     30     29
     27     31     30
     28     32     31
     29     33     32
     30     34     33
     31     35     34
     32     36     37
     33     37     38
     34     38     39
     35     39     40
     36     40     41
     37     41     42
     38     42     43
     39     43     44
     40     46     45
     41     47     46
     42     48     47
     43     49     48
     44     50     49
     45     51     50
     46     52     51
     47     53     52
     48     54     55
     49     55     56
     50     56     57
     51     57     58
     52     58     59
     53     59     60
     54     60     61
     55     61     62
     56     64     63
     57     65     64
     58     66     65
     59     67     66
     60     68     67
     61     69     68
     62     70     69
     63     71     70
     64     72     73
     65     73     74
     66     74     75
     67     75     76
     68     76     77
     69     77     78
     70     78     79
     71     79     80
     72      9      0
     73      1     10
     74     11      2
     75      3     12
     76     13      4
     77      5     14
     78     15      6
     79      7     16
     80     17      8
     81     18      9
     82     10     19
     83     20     11
     84     12     21
     85     22     13
     86     14     23
     87     24     15
     88     16     25
     89     26     17
     90     27     18
     91     19     28
     92     29     20
     93     21     30
     94     31     22
     95     23     32
     96     33     24
     97     25     34
     98     35     26
     99     36     27
    100     28     37
    101     38     29
    102     30     39
    103     40     31
    104     32     41
    105     42     33
    106     34     43
    107     44     35
    108     45     36
    109     37     46
    110     47     38
    111     39     48
    112     49     40
    113     41     50
    114     51     42
    115     43     52
    116     53     44
    117     54     45
    118     46     55
    119     56     47
    120     48     57
    121     58     49
    122     50     59
    123     60     51
    124     52     61
    125     62     53
    126     63     54
    127     55     64
    128     65     56
    129     57     66
    130     67     58
    131     59     68
    132     69     60
    133     61     70
    134     71     62
    135     72     63
    136     64     73
    137     74     65
    138     66     75
    139     76     67
    140     68     77
    141     78     69
    142     70     79
    143     80     71
