      0     -1  -0.00100000  -0.00100000
      1     -1   0.12400000  -0.00100000
      2     -1   0.24900000  -0.00100000
      3     -1   0.37400000  -0.00100000
      4     -1   0.49900000  -0.00100000
      5     -1   0.62400000  -0.00100000
      6     -1   0.74900000  -0.00100000
      7     -1   0.87400000  -0.00100000
      8     -1   0.99900000  -0.00100000
      9     -1  -0.00100000   0.12400000
     10      0   0.12400000   0.12400000
     11      1   0.24900000   0.12400000
     12      2   0.37400000   0.12400000
     13      3   0.49900000   0.12400000
     14      4   0.62400000   0.12400000
     15      5   0.74900000   0.12400000
     16      6   0.87400000   0.12400000
     17      7   0.99900000   0.12400000
     18      7  -0.00100000   0.24900000
     19      8   0.12400000   0.24900000
     20      9   0.24900000   0.24900000
     21     10   0.37400000   0.24900000
     22     11   0.49900000   0.24900000
     23     12   0.62400000   0.24900000
     24     13   0.74900000   0.24900000
     25     14   0.87400000   0.24900000
     26     15   0.99900000   0.24900000
     27     15  -0.00100000   0.37400000
     28     16   0.12400000   0.37400000
     29     17   0.24900000   0.37400000
     30     18   0.37400000   0.37400000
     31     19   0.49900000   0.37400000
     32     20   0.62400000   0.37400000
     33     21   0.74900000   0.37400000
     34     22   0.87400000   0.37400000
     35     23   0.99900000   0.37400000
     36     23  -0.00100000   0.49900000
     37     24   0.12400000   0.49900000
     38     25   0.24900000   0.49900000
     39     26   0.37400000   0.49900000
     40     27   0.49900000   0.49900000
     41     28   0.62400000   0.49900000
     42     29   0.74900000   0.49900000
     43     30   0.87400000   0.49900000
     44     31   0.99900000   0.49900000
     45     31  -0.00100000   0.62400000
     46     32   0.12400000   0.62400000
     47     33   0.24900000   0.62400000
     48     34   0.37400000   0.62400000
     49     35   0.49900000   0.62400000
     50     36   0.62400000   0.62400000
     51     37   0.74900000   0.62400000
     52     38   0.87400000   0.62400000
     53     39   0.99900000   0.62400000
     54     39  -0.00100000   0.74900000
     55     40   0.12400000   0.74900000
     56     41   0.24900000   0.74900000
     57     42   0.37400000   0.74900000
     58     43   0.49900000   0.74900000
     59     44   0.62400000   0.74900000
     60     45   0.74900000   0.74900000
     61     46   0.87400000   0.74900000
     62     47   0.99900000   0.74900000
     63     47  -0.00100000   0.87400000
     64     48   0.12400000   0.87400000
     65     49   0.24900000   0.87400000
     66     50   0.37400000   0.87400000
     67     51   0.49900000   0.87400000
     68     52   0.62400000   0.87400000
     69     53   0.74900000   0.87400000
     70     54   0.87400000   0.87400000
     71     55   0.99900000   0.87400000
     72     55  -0.00100000   0.99900000
     73     56   0.12400000   0.99900000
     74     57   0.24900000   0.99900000
     75     58   0.37400000   0.99900000
     76     59   0.49900000   0.99900000
     77     60   0.62400000   0.99900000
     78     61   0.74900000   0.99900000
     79     62   0.87400000   0.99900000
     80     63   0.99900000   0.99900000
