SUB_ELEM: 
      0        0    0.004        0    0.004
      1    0.004    0.004    0.004    0.004
      2    0.004        1    0.004        1
      3        0        1        0        1
QP_E_BUF: 
 0.00018764 0.00018764 2.24537e-07
 0.000923061 0.00018764 4.536e-07
    0.002 0.00018764 5.3914e-07
 0.00307694 0.00018764 4.536e-07
 0.00381236 0.00018764 2.24537e-07
 0.00018764 0.000923061 4.536e-07
 0.000923061 0.000923061 9.16342e-07
    0.002 0.000923061 1.08915e-06
 0.00307694 0.000923061 9.16342e-07
 0.00381236 0.000923061 4.536e-07
 0.00018764    0.002 5.3914e-07
 0.000923061    0.002 1.08915e-06
    0.002    0.002 1.29454e-06
 0.00307694    0.002 1.08915e-06
 0.00381236    0.002 5.3914e-07
 0.00018764 0.00307694 4.536e-07
 0.000923061 0.00307694 9.16342e-07
    0.002 0.00307694 1.08915e-06
 0.00307694 0.00307694 9.16342e-07
 0.00381236 0.00307694 4.536e-07
 0.00018764 0.00381236 2.24537e-07
 0.000923061 0.00381236 4.536e-07
    0.002 0.00381236 5.3914e-07
 0.00307694 0.00381236 4.536e-07
 0.00381236 0.00381236 2.24537e-07
 0.0507224 0.00018764 5.59098e-05
 0.233842 0.00018764 0.000112946
    0.502 0.00018764 0.000134246
 0.770158 0.00018764 0.000112946
 0.953278 0.00018764 5.59098e-05
 0.0507224 0.000923061 0.000112946
 0.233842 0.000923061 0.000228169
    0.502 0.000923061 0.000271197
 0.770158 0.000923061 0.000228169
 0.953278 0.000923061 0.000112946
 0.0507224    0.002 0.000134246
 0.233842    0.002 0.000271197
    0.502    0.002 0.00032234
 0.770158    0.002 0.000271197
 0.953278    0.002 0.000134246
 0.0507224 0.00307694 0.000112946
 0.233842 0.00307694 0.000228169
    0.502 0.00307694 0.000271197
 0.770158 0.00307694 0.000228169
 0.953278 0.00307694 0.000112946
 0.0507224 0.00381236 5.59098e-05
 0.233842 0.00381236 0.000112946
    0.502 0.00381236 0.000134246
 0.770158 0.00381236 0.000112946
 0.953278 0.00381236 5.59098e-05
 0.0507224 0.0507224 0.0139215
 0.233842 0.0507224 0.0281237
    0.502 0.0507224 0.0334272
 0.770158 0.0507224 0.0281237
 0.953278 0.0507224 0.0139215
 0.0507224 0.233842 0.0281237
 0.233842 0.233842 0.0568141
    0.502 0.233842 0.0675281
 0.770158 0.233842 0.0568141
 0.953278 0.233842 0.0281237
 0.0507224    0.502 0.0334272
 0.233842    0.502 0.0675281
    0.502    0.502 0.0802627
 0.770158    0.502 0.0675281
 0.953278    0.502 0.0334272
 0.0507224 0.770158 0.0281237
 0.233842 0.770158 0.0568141
    0.502 0.770158 0.0675281
 0.770158 0.770158 0.0568141
 0.953278 0.770158 0.0281237
 0.0507224 0.953278 0.0139215
 0.233842 0.953278 0.0281237
    0.502 0.953278 0.0334272
 0.770158 0.953278 0.0281237
 0.953278 0.953278 0.0139215
 0.00018764 0.0507224 5.59098e-05
 0.000923061 0.0507224 0.000112946
    0.002 0.0507224 0.000134246
 0.00307694 0.0507224 0.000112946
 0.00381236 0.0507224 5.59098e-05
 0.00018764 0.233842 0.000112946
 0.000923061 0.233842 0.000228169
    0.002 0.233842 0.000271197
 0.00307694 0.233842 0.000228169
 0.00381236 0.233842 0.000112946
 0.00018764    0.502 0.000134246
 0.000923061    0.502 0.000271197
    0.002    0.502 0.00032234
 0.00307694    0.502 0.000271197
 0.00381236    0.502 0.000134246
 0.00018764 0.770158 0.000112946
 0.000923061 0.770158 0.000228169
    0.002 0.770158 0.000271197
 0.00307694 0.770158 0.000228169
 0.00381236 0.770158 0.000112946
 0.00018764 0.953278 5.59098e-05
 0.000923061 0.953278 0.000112946
    0.002 0.953278 0.000134246
 0.00307694 0.953278 0.000112946
 0.00381236 0.953278 5.59098e-05
QP_U_BUF: 
 0.996188 0.996188 2.24537e-07
 0.996923 0.996188 4.536e-07
    0.998 0.996188 5.3914e-07
 0.999077 0.996188 4.536e-07
 0.999812 0.996188 2.24537e-07
 0.996188 0.996923 4.536e-07
 0.996923 0.996923 9.16342e-07
    0.998 0.996923 1.08915e-06
 0.999077 0.996923 9.16342e-07
 0.999812 0.996923 4.536e-07
 0.996188    0.998 5.3914e-07
 0.996923    0.998 1.08915e-06
    0.998    0.998 1.29454e-06
 0.999077    0.998 1.08915e-06
 0.999812    0.998 5.3914e-07
 0.996188 0.999077 4.536e-07
 0.996923 0.999077 9.16342e-07
    0.998 0.999077 1.08915e-06
 0.999077 0.999077 9.16342e-07
 0.999812 0.999077 4.536e-07
 0.996188 0.999812 2.24537e-07
 0.996923 0.999812 4.536e-07
    0.998 0.999812 5.3914e-07
 0.999077 0.999812 4.536e-07
 0.999812 0.999812 2.24537e-07
 0.0467224  3.99619 5.59098e-05
 0.229842  3.99619 0.000112946
    0.498  3.99619 0.000134246
 0.766158  3.99619 0.000112946
 0.949278  3.99619 5.59098e-05
 0.0467224  3.99692 0.000112946
 0.229842  3.99692 0.000228169
    0.498  3.99692 0.000271197
 0.766158  3.99692 0.000228169
 0.949278  3.99692 0.000112946
 0.0467224    3.998 0.000134246
 0.229842    3.998 0.000271197
    0.498    3.998 0.00032234
 0.766158    3.998 0.000271197
 0.949278    3.998 0.000134246
 0.0467224  3.99908 0.000112946
 0.229842  3.99908 0.000228169
    0.498  3.99908 0.000271197
 0.766158  3.99908 0.000228169
 0.949278  3.99908 0.000112946
 0.0467224  3.99981 5.59098e-05
 0.229842  3.99981 0.000112946
    0.498  3.99981 0.000134246
 0.766158  3.99981 0.000112946
 0.949278  3.99981 5.59098e-05
 0.0467224 0.0467224 0.0139215
 0.229842 0.0467224 0.0281237
